,first_y_test,second_y_test,predicted_labels
4129,1.0,1.0,1
4130,2.0,3.0,1
4131,1.0,1.0,0
4132,2.0,3.0,1
4133,2.0,3.0,2
4134,2.0,3.0,2
4135,1.0,1.0,0
4136,1.0,1.0,0
4137,1.0,1.0,1
4138,1.0,1.0,0
4139,1.0,1.0,1
4140,1.0,1.0,1
4141,1.0,1.0,1
4142,2.0,3.0,4
4143,1.0,1.0,0
4144,2.0,3.0,1
4145,1.0,1.0,1
4146,2.0,3.0,4
4147,1.0,1.0,1
4148,2.0,3.0,1
4149,2.0,3.0,4
4150,1.0,1.0,1
4151,1.0,1.0,4
4152,1.0,1.0,0
4153,2.0,3.0,2
4154,1.0,1.0,2
4155,1.0,1.0,1
4156,0.0,1.0,4
4157,1.0,1.0,0
4158,2.0,3.0,1
4159,3.0,4.0,3
4160,1.0,1.0,1
4161,1.0,1.0,1
4162,1.0,1.0,1
4163,1.0,1.0,4
4164,1.0,1.0,1
4165,1.0,1.0,1
4166,2.0,3.0,1
4167,1.0,1.0,1
4168,1.0,1.0,1
4169,2.0,3.0,4
4170,1.0,1.0,1
4171,1.0,1.0,1
4172,1.0,1.0,1
4173,3.0,4.0,4
4174,1.0,1.0,0
4175,1.0,1.0,0
4176,1.0,1.0,0
4177,1.0,1.0,1
4178,1.0,1.0,1
4179,1.0,1.0,1
4180,1.0,1.0,1
4181,3.0,4.0,4
4182,1.0,1.0,1
4183,1.0,1.0,1
4184,2.0,3.0,1
4185,1.0,1.0,1
4186,2.0,3.0,2
4187,1.0,1.0,0
4188,1.0,1.0,1
4189,3.0,4.0,3
4190,1.0,1.0,2
4191,1.0,1.0,1
4192,1.0,1.0,1
4193,1.0,1.0,1
4194,1.0,1.0,0
4195,1.0,1.0,3
4196,1.0,1.0,0
4197,1.0,1.0,0
4198,2.0,3.0,1
4199,1.0,1.0,1
4200,1.0,1.0,1
4201,1.0,1.0,1
4202,2.0,3.0,1
4203,1.0,1.0,2
4204,2.0,3.0,4
4205,2.0,3.0,3
4206,1.0,1.0,1
4207,2.0,3.0,4
4208,1.0,1.0,1
4209,2.0,3.0,2
4210,1.0,1.0,4
4211,1.0,1.0,2
4212,1.0,1.0,1
4213,1.0,1.0,1
4214,2.0,3.0,2
4215,1.0,1.0,0
4216,1.0,1.0,4
4217,2.0,3.0,4
4218,1.0,1.0,0
4219,1.0,1.0,0
4220,1.0,1.0,2
4221,1.0,1.0,2
4222,1.0,1.0,0
4223,2.0,3.0,4
4224,1.0,1.0,1
4225,1.0,1.0,1
4226,2.0,3.0,3
4227,1.0,1.0,0
4228,1.0,1.0,1
4229,3.0,4.0,4
4230,1.0,1.0,1
4231,2.0,3.0,1
4232,1.0,1.0,4
4233,1.0,1.0,1
4234,1.0,1.0,1
4235,1.0,1.0,1
4236,2.0,3.0,4
4237,1.0,1.0,1
4238,1.0,1.0,0
4239,1.0,1.0,0
4240,1.0,1.0,1
4241,1.0,1.0,1
4242,1.0,1.0,1
4243,1.0,1.0,1
4244,2.0,3.0,1
4245,1.0,1.0,0
4246,1.0,1.0,1
4247,1.0,1.0,2
4248,1.0,1.0,0
4249,1.0,1.0,0
4250,2.0,3.0,4
4251,1.0,1.0,1
4252,1.0,1.0,1
4253,1.0,1.0,1
4254,1.0,1.0,1
4255,1.0,1.0,4
4256,2.0,3.0,4
4257,3.0,4.0,3
4258,2.0,3.0,3
4259,1.0,1.0,1
4260,1.0,1.0,2
4261,1.0,1.0,4
4262,1.0,1.0,1
4263,1.0,1.0,2
4264,1.0,1.0,0
4265,1.0,1.0,1
4266,1.0,1.0,1
4267,1.0,1.0,1
4268,1.0,1.0,0
4269,1.0,1.0,1
4270,1.0,1.0,0
4271,1.0,1.0,1
4272,1.0,1.0,1
4273,2.0,3.0,1
4274,2.0,3.0,2
4275,2.0,3.0,4
4276,1.0,1.0,1
4277,1.0,1.0,1
4278,1.0,1.0,1
4279,1.0,1.0,1
4280,1.0,1.0,4
4281,1.0,1.0,4
4282,1.0,1.0,2
4283,1.0,1.0,0
4284,2.0,3.0,4
4285,1.0,1.0,1
4286,1.0,1.0,0
4287,1.0,1.0,1
4288,1.0,1.0,0
4289,1.0,1.0,4
4290,1.0,1.0,4
4291,2.0,3.0,2
4292,2.0,3.0,4
4293,1.0,1.0,0
4294,1.0,1.0,0
4295,1.0,1.0,1
4296,1.0,1.0,0
4297,1.0,1.0,1
4298,1.0,1.0,1
4299,1.0,1.0,1
4300,1.0,1.0,1
4301,3.0,4.0,4
4302,1.0,1.0,1
4303,2.0,3.0,3
4304,2.0,3.0,4
4305,2.0,3.0,3
4306,1.0,1.0,1
4307,1.0,1.0,4
4308,3.0,4.0,4
4309,1.0,1.0,0
4310,1.0,1.0,0
4311,2.0,3.0,4
4312,1.0,1.0,1
4313,1.0,1.0,0
4314,1.0,1.0,4
4315,2.0,3.0,4
4316,1.0,1.0,1
4317,1.0,1.0,1
4318,1.0,1.0,0
4319,1.0,1.0,4
4320,1.0,1.0,2
4321,0.0,1.0,4
4322,1.0,1.0,1
4323,1.0,1.0,4
4324,1.0,1.0,2
4325,1.0,1.0,1
4326,1.0,1.0,1
4327,1.0,1.0,1
4328,1.0,1.0,1
4329,2.0,3.0,1
4330,1.0,1.0,1
4331,2.0,3.0,2
4332,1.0,1.0,3
4333,1.0,1.0,1
4334,1.0,1.0,0
4335,1.0,1.0,2
4336,1.0,1.0,1
4337,1.0,1.0,2
4338,1.0,1.0,0
4339,1.0,1.0,0
4340,1.0,1.0,0
4341,1.0,1.0,0
4342,3.0,4.0,4
4343,2.0,3.0,2
4344,1.0,1.0,1
4345,1.0,1.0,1
4346,1.0,1.0,1
4347,1.0,1.0,1
4348,1.0,1.0,0
4349,2.0,3.0,4
4350,1.0,1.0,1
4351,1.0,1.0,0
4352,1.0,2.0,4
4353,1.0,1.0,0
4354,1.0,1.0,0
4355,1.0,1.0,0
4356,1.0,1.0,1
4357,1.0,1.0,1
4358,1.0,1.0,1
4359,1.0,1.0,4
4360,1.0,1.0,1
4361,1.0,1.0,2
4362,1.0,1.0,1
4363,1.0,1.0,1
4364,2.0,3.0,3
4365,1.0,1.0,0
4366,1.0,1.0,1
4367,1.0,1.0,0
4368,1.0,1.0,0
4369,1.0,1.0,1
4370,1.0,1.0,1
4371,1.0,1.0,3
4372,2.0,3.0,4
4373,1.0,1.0,1
4374,1.0,1.0,1
4375,2.0,3.0,2
4376,1.0,1.0,1
4377,1.0,1.0,1
4378,2.0,3.0,1
4379,2.0,3.0,4
4380,2.0,3.0,3
4381,1.0,1.0,1
4382,2.0,3.0,4
4383,1.0,1.0,1
4384,1.0,1.0,1
4385,1.0,1.0,0
4386,1.0,1.0,1
4387,1.0,1.0,0
4388,1.0,1.0,4
4389,1.0,1.0,0
4390,1.0,1.0,1
4391,3.0,4.0,3
4392,1.0,1.0,1
4393,1.0,1.0,0
4394,2.0,3.0,2
4395,2.0,3.0,4
4396,1.0,1.0,2
4397,1.0,1.0,1
4398,1.0,1.0,0
4399,1.0,1.0,4
4400,1.0,1.0,2
4401,2.0,3.0,4
4402,1.0,1.0,3
4403,1.0,1.0,1
4404,2.0,3.0,2
4405,1.0,1.0,1
4406,1.0,1.0,1
4407,1.0,1.0,0
4408,3.0,4.0,4
4409,1.0,1.0,0
4410,1.0,1.0,0
4411,1.0,1.0,0
4412,2.0,3.0,1
4413,1.0,1.0,0
4414,1.0,1.0,0
4415,1.0,1.0,1
4416,1.0,1.0,1
4417,1.0,1.0,0
4418,1.0,1.0,1
4419,1.0,1.0,2
4420,2.0,3.0,1
4421,2.0,3.0,1
4422,1.0,1.0,3
4423,1.0,1.0,1
4424,0.0,1.0,4
4425,1.0,1.0,1
4426,1.0,1.0,1
4427,1.0,1.0,3
4428,2.0,2.0,2
4429,1.0,1.0,0
4430,1.0,1.0,2
4431,1.0,1.0,1
4432,2.0,3.0,1
4433,1.0,2.0,4
4434,1.0,1.0,1
4435,1.0,1.0,2
4436,1.0,1.0,4
4437,1.0,1.0,1
4438,1.0,1.0,1
4439,1.0,1.0,3
4440,2.0,3.0,2
4441,2.0,3.0,4
4442,2.0,3.0,1
4443,1.0,1.0,1
4444,0.0,1.0,4
4445,1.0,1.0,1
4446,1.0,1.0,1
4447,1.0,1.0,1
4448,1.0,1.0,1
4449,1.0,1.0,1
4450,1.0,1.0,0
4451,1.0,1.0,4
4452,1.0,1.0,1
4453,1.0,1.0,1
4454,1.0,1.0,1
4455,2.0,3.0,2
4456,1.0,1.0,1
4457,1.0,1.0,1
4458,1.0,1.0,1
4459,1.0,1.0,1
4460,1.0,1.0,1
4461,1.0,1.0,1
4462,1.0,1.0,0
4463,2.0,3.0,4
4464,2.0,3.0,1
4465,1.0,1.0,1
4466,1.0,1.0,0
4467,2.0,3.0,1
4468,1.0,1.0,1
4469,1.0,1.0,1
4470,1.0,1.0,0
4471,1.0,1.0,1
4472,2.0,3.0,2
4473,1.0,1.0,1
4474,1.0,1.0,1
4475,1.0,1.0,1
4476,2.0,3.0,1
4477,1.0,1.0,1
4478,1.0,1.0,4
4479,1.0,1.0,1
4480,2.0,3.0,1
4481,1.0,1.0,1
4482,1.0,1.0,1
4483,1.0,1.0,1
4484,1.0,1.0,1
4485,1.0,1.0,1
4486,2.0,3.0,2
4487,1.0,1.0,0
4488,3.0,4.0,4
4489,1.0,1.0,2
4490,2.0,3.0,2
4491,2.0,3.0,1
4492,1.0,1.0,1
4493,1.0,1.0,3
4494,2.0,3.0,1
4495,1.0,1.0,1
4496,1.0,1.0,1
4497,1.0,1.0,3
4498,1.0,1.0,3
4499,1.0,1.0,1
4500,2.0,3.0,1
4501,2.0,3.0,3
4502,1.0,1.0,1
4503,1.0,1.0,1
4504,2.0,3.0,3
4505,1.0,1.0,0
4506,1.0,1.0,0
4507,1.0,1.0,1
4508,1.0,1.0,0
4509,1.0,1.0,1
4510,3.0,4.0,3
4511,2.0,3.0,1
4512,3.0,4.0,3
4513,2.0,3.0,2
4514,1.0,1.0,2
4515,1.0,1.0,0
4516,1.0,1.0,1
4517,3.0,4.0,3
4518,2.0,3.0,2
4519,1.0,1.0,1
4520,1.0,1.0,1
4521,1.0,1.0,4
4522,1.0,1.0,0
4523,2.0,3.0,1
4524,1.0,1.0,0
4525,1.0,1.0,1
4526,2.0,3.0,2
4527,1.0,1.0,2
4528,1.0,1.0,0
4529,1.0,1.0,2
4530,1.0,1.0,0
4531,1.0,1.0,0
4532,1.0,1.0,0
4533,1.0,1.0,1
4534,1.0,1.0,1
4535,2.0,3.0,1
4536,1.0,1.0,1
4537,1.0,1.0,1
4538,1.0,1.0,1
4539,1.0,1.0,1
4540,1.0,1.0,1
4541,1.0,1.0,1
4542,2.0,3.0,1
4543,1.0,1.0,1
4544,2.0,3.0,1
4545,2.0,3.0,1
4546,1.0,1.0,1
4547,1.0,1.0,1
4548,1.0,1.0,1
4549,1.0,1.0,2
4550,1.0,1.0,0
4551,1.0,1.0,0
4552,1.0,1.0,2
4553,1.0,1.0,1
4554,1.0,1.0,2
4555,1.0,1.0,1
4556,2.0,3.0,1
4557,2.0,3.0,1
4558,2.0,3.0,2
4559,1.0,1.0,0
4560,2.0,3.0,4
4561,1.0,1.0,1
4562,1.0,1.0,1
4563,1.0,1.0,2
4564,1.0,1.0,1
4565,1.0,1.0,1
4566,2.0,3.0,4
4567,1.0,1.0,1
4568,1.0,1.0,1
4569,1.0,1.0,1
4570,2.0,3.0,1
4571,1.0,1.0,1
4572,2.0,3.0,2
4573,1.0,1.0,1
4574,1.0,1.0,0
4575,1.0,1.0,0
4576,1.0,1.0,1
4577,1.0,1.0,0
4578,1.0,1.0,1
4579,1.0,1.0,1
4580,1.0,1.0,1
4581,1.0,1.0,2
4582,1.0,1.0,2
4583,1.0,1.0,0
4584,1.0,1.0,1
4585,1.0,1.0,1
4586,1.0,1.0,4
4587,2.0,3.0,4
4588,2.0,3.0,4
4589,1.0,1.0,0
4590,1.0,1.0,1
4591,1.0,1.0,1
4592,1.0,1.0,1
4593,2.0,3.0,4
4594,1.0,1.0,2
4595,1.0,1.0,1
4596,1.0,1.0,1
4597,1.0,1.0,1
4598,1.0,1.0,1
4599,2.0,3.0,2
4600,1.0,1.0,1
4601,1.0,1.0,0
4602,1.0,1.0,2
4603,2.0,3.0,2
4604,1.0,1.0,1
4605,1.0,1.0,0
4606,1.0,1.0,1
4607,1.0,1.0,1
4608,0.0,1.0,4
4609,1.0,1.0,0
4610,1.0,1.0,0
4611,1.0,1.0,0
4612,2.0,3.0,1
4613,1.0,1.0,0
4614,1.0,1.0,1
4615,1.0,1.0,0
4616,1.0,1.0,1
4617,2.0,3.0,1
4618,1.0,1.0,1
4619,1.0,1.0,1
4620,1.0,1.0,2
4621,1.0,1.0,0
4622,1.0,1.0,0
4623,1.0,1.0,0
4624,1.0,1.0,1
4625,1.0,1.0,0
4626,2.0,3.0,2
4627,1.0,1.0,4
4628,1.0,1.0,1
4629,1.0,1.0,1
4630,1.0,1.0,1
4631,2.0,3.0,1
4632,2.0,3.0,4
4633,1.0,1.0,1
4634,1.0,1.0,1
4635,2.0,3.0,1
4636,3.0,4.0,4
4637,1.0,1.0,1
4638,3.0,4.0,3
4639,1.0,1.0,1
4640,1.0,1.0,0
4641,1.0,1.0,2
4642,1.0,1.0,1
4643,1.0,1.0,1
4644,1.0,1.0,1
4645,1.0,1.0,1
4646,1.0,1.0,1
4647,2.0,3.0,1
4648,1.0,1.0,1
4649,1.0,1.0,1
4650,3.0,4.0,4
4651,1.0,1.0,1
4652,1.0,1.0,0
4653,1.0,1.0,1
4654,1.0,1.0,0
4655,2.0,3.0,1
4656,1.0,1.0,1
4657,1.0,1.0,1
4658,1.0,1.0,1
4659,1.0,1.0,0
4660,3.0,4.0,4
4661,1.0,1.0,1
4662,2.0,3.0,1
4663,2.0,3.0,1
4664,1.0,1.0,1
4665,1.0,1.0,0
4666,2.0,3.0,4
4667,2.0,3.0,4
4668,1.0,1.0,1
4669,1.0,1.0,1
4670,1.0,1.0,0
4671,1.0,1.0,1
4672,1.0,1.0,0
4673,1.0,1.0,1
4674,1.0,1.0,1
4675,1.0,1.0,1
4676,1.0,1.0,0
4677,1.0,1.0,0
4678,1.0,1.0,0
4679,2.0,3.0,3
4680,1.0,1.0,0
4681,1.0,1.0,1
4682,1.0,1.0,1
4683,1.0,1.0,1
4684,1.0,1.0,0
4685,1.0,2.0,4
4686,1.0,1.0,1
4687,1.0,1.0,0
4688,1.0,1.0,1
4689,1.0,1.0,0
4690,1.0,1.0,1
4691,1.0,1.0,0
4692,2.0,3.0,2
4693,1.0,1.0,1
4694,1.0,1.0,0
4695,1.0,1.0,2
4696,1.0,1.0,0
4697,2.0,3.0,1
4698,1.0,1.0,1
4699,1.0,1.0,1
4700,1.0,1.0,0
4701,1.0,1.0,2
4702,1.0,1.0,0
4703,1.0,1.0,0
4704,2.0,3.0,1
4705,1.0,1.0,1
4706,1.0,1.0,0
4707,1.0,1.0,1
4708,1.0,1.0,0
4709,1.0,1.0,1
4710,2.0,3.0,1
4711,1.0,1.0,0
4712,1.0,1.0,1
4713,1.0,1.0,0
4714,1.0,1.0,1
4715,1.0,1.0,0
4716,1.0,1.0,4
4717,1.0,1.0,4
4718,2.0,3.0,4
4719,1.0,1.0,3
4720,1.0,1.0,3
4721,1.0,1.0,1
4722,1.0,1.0,1
4723,1.0,1.0,0
4724,1.0,1.0,1
4725,1.0,1.0,1
4726,1.0,1.0,2
4727,2.0,3.0,1
4728,1.0,1.0,1
4729,1.0,1.0,1
4730,2.0,3.0,1
4731,2.0,3.0,1
4732,2.0,3.0,2
4733,1.0,1.0,1
4734,1.0,1.0,1
4735,0.0,1.0,4
4736,1.0,1.0,4
4737,1.0,1.0,1
4738,2.0,3.0,1
4739,2.0,3.0,1
4740,1.0,1.0,1
4741,1.0,1.0,1
4742,1.0,1.0,0
4743,1.0,1.0,1
4744,1.0,1.0,1
4745,1.0,1.0,0
4746,1.0,1.0,1
4747,2.0,3.0,4
4748,1.0,1.0,4
4749,1.0,1.0,1
4750,2.0,3.0,3
4751,1.0,1.0,1
4752,1.0,1.0,1
4753,1.0,1.0,1
4754,1.0,1.0,1
4755,1.0,1.0,0
4756,1.0,1.0,1
4757,1.0,1.0,2
4758,1.0,1.0,1
4759,1.0,1.0,1
4760,1.0,1.0,0
4761,2.0,3.0,1
4762,1.0,1.0,1
4763,1.0,1.0,0
4764,1.0,2.0,2
4765,1.0,1.0,1
4766,1.0,1.0,1
4767,1.0,1.0,0
4768,1.0,1.0,1
4769,2.0,3.0,2
4770,1.0,1.0,1
4771,3.0,4.0,4
4772,1.0,1.0,0
4773,2.0,3.0,1
4774,1.0,1.0,1
4775,2.0,3.0,1
4776,1.0,1.0,1
4777,1.0,1.0,0
4778,1.0,1.0,2
4779,1.0,1.0,0
4780,1.0,1.0,0
4781,1.0,1.0,2
4782,2.0,3.0,1
4783,2.0,3.0,4
4784,1.0,1.0,1
4785,2.0,3.0,1
4786,1.0,1.0,1
4787,1.0,1.0,1
4788,1.0,1.0,0
4789,1.0,1.0,1
4790,1.0,1.0,1
4791,1.0,1.0,0
4792,1.0,1.0,1
4793,2.0,3.0,1
4794,1.0,1.0,1
4795,2.0,3.0,1
4796,1.0,1.0,1
4797,3.0,4.0,4
4798,1.0,1.0,1
4799,1.0,1.0,0
4800,2.0,3.0,1
4801,1.0,1.0,1
4802,3.0,4.0,4
4803,2.0,3.0,1
4804,1.0,1.0,0
4805,1.0,1.0,0
4806,2.0,3.0,4
4807,2.0,3.0,1
4808,1.0,1.0,0
4809,1.0,1.0,1
4810,1.0,1.0,1
4811,1.0,1.0,1
4812,1.0,1.0,1
4813,1.0,1.0,1
4814,1.0,1.0,1
4815,1.0,1.0,1
4816,2.0,3.0,1
4817,1.0,1.0,1
4818,1.0,1.0,0
4819,1.0,1.0,1
4820,1.0,1.0,0
4821,1.0,1.0,1
4822,1.0,1.0,0
4823,1.0,1.0,0
4824,1.0,1.0,1
4825,1.0,1.0,1
4826,1.0,1.0,1
4827,1.0,1.0,0
4828,1.0,1.0,4
4829,2.0,3.0,1
4830,3.0,4.0,4
4831,1.0,1.0,0
4832,0.0,1.0,2
4833,1.0,1.0,1
4834,1.0,1.0,1
4835,1.0,1.0,4
4836,1.0,1.0,1
4837,1.0,1.0,1
4838,1.0,1.0,1
4839,1.0,1.0,1
4840,1.0,1.0,1
4841,1.0,1.0,0
4842,1.0,1.0,0
4843,1.0,1.0,0
4844,1.0,1.0,0
4845,1.0,1.0,1
4846,1.0,1.0,0
4847,1.0,1.0,1
4848,2.0,3.0,1
4849,1.0,1.0,0
4850,1.0,1.0,0
4851,1.0,1.0,0
4852,1.0,1.0,4
4853,0.0,1.0,4
4854,2.0,3.0,2
4855,1.0,1.0,1
4856,1.0,1.0,0
4857,1.0,1.0,0
4858,1.0,1.0,0
4859,2.0,3.0,4
4860,1.0,1.0,1
4861,4.0,4.0,4
4862,2.0,3.0,1
4863,1.0,1.0,1
4864,1.0,1.0,1
4865,0.0,1.0,4
4866,1.0,1.0,0
4867,2.0,3.0,2
4868,1.0,1.0,1
4869,1.0,1.0,1
4870,1.0,1.0,1
4871,2.0,3.0,4
4872,1.0,1.0,1
4873,1.0,1.0,2
4874,2.0,3.0,3
4875,2.0,3.0,2
4876,2.0,3.0,1
4877,1.0,1.0,1
4878,1.0,1.0,0
4879,1.0,1.0,1
4880,1.0,1.0,1
4881,1.0,1.0,1
4882,1.0,1.0,0
4883,1.0,1.0,1
4884,2.0,3.0,2
4885,1.0,1.0,4
4886,1.0,1.0,1
4887,1.0,1.0,1
4888,1.0,1.0,0
4889,1.0,1.0,0
4890,1.0,1.0,1
4891,1.0,1.0,1
4892,1.0,1.0,4
4893,2.0,3.0,1
4894,1.0,1.0,4
4895,2.0,3.0,4
4896,1.0,1.0,0
4897,1.0,1.0,1
4898,1.0,1.0,2
4899,1.0,1.0,1
4900,1.0,1.0,0
4901,2.0,3.0,1
4902,1.0,1.0,4
4903,1.0,1.0,1
4904,1.0,1.0,1
4905,1.0,1.0,2
4906,1.0,1.0,1
4907,3.0,4.0,4
4908,3.0,4.0,3
4909,1.0,1.0,1
4910,1.0,1.0,1
4911,1.0,1.0,0
4912,1.0,1.0,0
4913,1.0,1.0,1
4914,1.0,1.0,4
4915,2.0,3.0,4
4916,1.0,1.0,1
4917,1.0,1.0,0
4918,1.0,1.0,1
4919,1.0,1.0,1
4920,1.0,1.0,1
4921,1.0,1.0,2
4922,1.0,1.0,2
4923,1.0,1.0,0
4924,3.0,4.0,3
4925,2.0,3.0,4
4926,1.0,1.0,1
4927,1.0,1.0,1
4928,1.0,1.0,2
4929,1.0,1.0,2
4930,1.0,1.0,0
4931,1.0,1.0,0
4932,2.0,3.0,3
4933,1.0,1.0,1
4934,2.0,3.0,1
4935,1.0,1.0,1
4936,1.0,1.0,0
4937,1.0,1.0,1
4938,1.0,1.0,1
4939,1.0,1.0,1
4940,1.0,1.0,0
4941,2.0,3.0,1
4942,1.0,1.0,1
4943,1.0,1.0,0
4944,1.0,1.0,1
4945,1.0,1.0,0
4946,1.0,1.0,2
4947,2.0,3.0,1
4948,2.0,3.0,4
4949,1.0,1.0,1
4950,1.0,1.0,4
4951,1.0,1.0,1
4952,1.0,1.0,0
4953,2.0,3.0,4
4954,1.0,1.0,0
4955,1.0,1.0,3
4956,1.0,1.0,1
4957,2.0,3.0,4
4958,2.0,3.0,1
4959,1.0,1.0,0
4960,2.0,3.0,4
4961,1.0,1.0,0
4962,1.0,1.0,1
4963,1.0,1.0,1
4964,1.0,1.0,1
4965,1.0,1.0,1
4966,1.0,1.0,0
4967,1.0,1.0,3
4968,1.0,1.0,1
4969,1.0,1.0,1
4970,1.0,1.0,0
4971,2.0,3.0,1
4972,1.0,1.0,0
4973,1.0,1.0,1
4974,2.0,3.0,1
4975,1.0,1.0,1
4976,1.0,1.0,2
4977,1.0,1.0,0
4978,1.0,1.0,1
4979,1.0,1.0,1
4980,1.0,1.0,0
4981,1.0,1.0,0
4982,1.0,1.0,0
4983,1.0,1.0,1
4984,1.0,1.0,1
4985,1.0,1.0,1
4986,1.0,1.0,1
4987,1.0,1.0,0
4988,1.0,1.0,1
4989,1.0,1.0,0
4990,1.0,1.0,3
4991,1.0,1.0,1
4992,1.0,1.0,1
4993,2.0,3.0,2
4994,1.0,1.0,1
4995,2.0,3.0,2
4996,1.0,1.0,0
4997,1.0,1.0,1
4998,1.0,1.0,0
4999,1.0,1.0,0
5000,2.0,3.0,1
5001,2.0,3.0,1
5002,3.0,4.0,4
5003,1.0,1.0,2
5004,1.0,1.0,1
5005,1.0,1.0,2
5006,2.0,3.0,4
5007,1.0,1.0,1
5008,1.0,1.0,0
5009,1.0,1.0,2
5010,1.0,1.0,1
5011,1.0,1.0,2
5012,1.0,1.0,0
5013,1.0,1.0,1
5014,1.0,1.0,2
5015,2.0,3.0,4
5016,1.0,1.0,4
5017,1.0,1.0,1
5018,1.0,1.0,1
5019,1.0,1.0,1
5020,2.0,3.0,1
5021,2.0,3.0,1
5022,1.0,1.0,1
5023,1.0,1.0,1
5024,1.0,1.0,1
5025,1.0,1.0,1
5026,1.0,1.0,4
5027,1.0,1.0,1
5028,1.0,1.0,0
5029,1.0,1.0,1
5030,1.0,1.0,1
5031,1.0,1.0,4
5032,1.0,1.0,0
5033,1.0,1.0,1
5034,1.0,1.0,2
5035,2.0,3.0,3
5036,0.0,1.0,4
5037,1.0,1.0,1
5038,2.0,3.0,1
5039,1.0,1.0,1
5040,1.0,1.0,2
5041,1.0,1.0,1
5042,1.0,1.0,1
5043,1.0,1.0,0
5044,1.0,1.0,1
5045,1.0,1.0,4
5046,1.0,1.0,1
5047,1.0,1.0,1
5048,2.0,3.0,1
5049,1.0,1.0,1
5050,1.0,1.0,0
5051,1.0,1.0,0
5052,1.0,1.0,3
5053,3.0,4.0,4
5054,1.0,1.0,0
5055,1.0,1.0,1
5056,3.0,4.0,4
5057,1.0,1.0,0
5058,1.0,1.0,1
5059,1.0,1.0,4
5060,1.0,1.0,1
5061,1.0,1.0,0
5062,1.0,1.0,1
5063,1.0,1.0,1
5064,1.0,1.0,1
5065,1.0,1.0,1
5066,1.0,1.0,1
5067,2.0,3.0,4
5068,1.0,1.0,1
5069,1.0,1.0,1
5070,2.0,3.0,4
5071,1.0,1.0,2
5072,1.0,1.0,2
5073,1.0,1.0,1
5074,1.0,2.0,4
5075,2.0,3.0,4
5076,1.0,1.0,0
5077,1.0,1.0,1
5078,1.0,1.0,1
5079,3.0,4.0,4
5080,2.0,3.0,2
5081,2.0,3.0,3
5082,2.0,3.0,1
5083,1.0,1.0,0
5084,1.0,1.0,1
5085,2.0,3.0,1
5086,2.0,2.0,4
5087,1.0,1.0,0
5088,1.0,1.0,1
5089,2.0,3.0,1
5090,1.0,1.0,1
5091,1.0,1.0,0
5092,1.0,1.0,1
5093,1.0,1.0,0
5094,1.0,1.0,1
5095,3.0,4.0,3
5096,2.0,3.0,1
5097,1.0,1.0,1
5098,2.0,3.0,1
5099,2.0,3.0,1
5100,1.0,1.0,0
5101,2.0,3.0,3
5102,3.0,4.0,4
5103,1.0,1.0,0
5104,1.0,1.0,1
5105,1.0,1.0,1
5106,1.0,1.0,2
5107,2.0,3.0,1
5108,1.0,1.0,0
5109,1.0,1.0,3
5110,1.0,1.0,3
5111,1.0,1.0,1
5112,1.0,1.0,4
5113,1.0,1.0,0
5114,1.0,1.0,1
5115,1.0,1.0,0
5116,1.0,1.0,0
5117,2.0,3.0,4
5118,1.0,1.0,0
5119,2.0,3.0,3
5120,1.0,1.0,2
5121,1.0,1.0,4
5122,1.0,1.0,1
5123,1.0,1.0,1
5124,1.0,1.0,1
5125,3.0,4.0,4
5126,1.0,1.0,1
5127,1.0,1.0,1
5128,1.0,1.0,1
5129,1.0,1.0,1
5130,1.0,1.0,0
5131,1.0,1.0,0
5132,1.0,1.0,1
5133,1.0,1.0,2
5134,1.0,1.0,2
5135,1.0,1.0,1
5136,1.0,1.0,0
5137,1.0,1.0,1
5138,1.0,1.0,1
5139,1.0,1.0,4
5140,1.0,1.0,0
5141,1.0,1.0,2
5142,1.0,1.0,4
5143,2.0,3.0,2
5144,1.0,1.0,1
5145,1.0,1.0,0
5146,2.0,3.0,1
5147,2.0,3.0,1
5148,1.0,1.0,1
5149,1.0,1.0,4
5150,1.0,1.0,1
5151,1.0,1.0,1
5152,2.0,3.0,2
5153,2.0,3.0,2
5154,2.0,3.0,4
5155,2.0,3.0,1
5156,1.0,1.0,0
5157,1.0,1.0,1
5158,3.0,4.0,4
5159,1.0,1.0,0
5160,1.0,1.0,1
5161,1.0,1.0,1
5162,1.0,1.0,2
5163,2.0,3.0,3
5164,1.0,1.0,0
5165,1.0,1.0,1
5166,1.0,1.0,1
5167,2.0,3.0,1
5168,1.0,1.0,1
5169,1.0,1.0,1
5170,2.0,3.0,4
5171,1.0,1.0,0
5172,1.0,1.0,0
5173,1.0,1.0,1
5174,1.0,1.0,1
5175,1.0,1.0,1
5176,2.0,3.0,1
5177,1.0,1.0,1
5178,1.0,1.0,1
5179,2.0,3.0,4
5180,1.0,1.0,1
5181,1.0,1.0,1
5182,2.0,3.0,4
5183,1.0,1.0,1
5184,1.0,1.0,1
5185,1.0,1.0,1
5186,1.0,1.0,1
5187,1.0,1.0,0
5188,2.0,3.0,1
5189,2.0,3.0,2
5190,1.0,1.0,0
5191,2.0,3.0,4
5192,1.0,1.0,0
5193,1.0,1.0,1
5194,1.0,1.0,1
5195,1.0,1.0,1
5196,1.0,1.0,2
5197,1.0,1.0,0
5198,2.0,3.0,1
5199,1.0,1.0,1
5200,1.0,1.0,0
5201,1.0,1.0,0
5202,2.0,3.0,1
5203,2.0,3.0,1
